tweet_id,text,rating_numerator,rating_denominator,name,source_link,source_text,day,month,year,hour,minute,seconds,dog_stage,jpg_url,dog_type,conf_level,favorite_count,retweet_count
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10,Jimbo,"""http://twitter.com/download/iphone""",Twitter for iPhone,14,7,2017,22,10,11,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Bernese_mountain_dog,0.00623915,30702,6165
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10,Maisey,"""http://twitter.com/download/iphone""",Twitter for iPhone,13,7,2017,15,58,47,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,kuvasz,0.134697,33901,5859
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,12,7,2017,16,3,0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Eskimo_dog,0.0557697,20641,4012
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10,Earl,"""http://twitter.com/download/iphone""",Twitter for iPhone,12,7,2017,0,1,0,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Staffordshire_bullterrier,0.127725,72735,16616
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10,Lola,"""http://twitter.com/download/iphone""",Twitter for iPhone,11,7,2017,20,47,12,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Norfolk_terrier,0.0373485,26246,5130
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10,Kevin,"""http://twitter.com/download/iphone""",Twitter for iPhone,11,7,2017,0,0,2,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Brabancon_griffon,0.0440019,22900,4313
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,10,7,2017,15,58,53,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Chihuahua,0.00208089,25521,5221
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10,Yogi,"""http://twitter.com/download/iphone""",Twitter for iPhone,9,7,2017,21,29,42,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Norwegian_elkhound,0.0491476,19233,2744
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10,Noah,"""http://twitter.com/download/iphone""",Twitter for iPhone,9,7,2017,0,0,4,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,kelpie,0.0630203,20597,3155
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10,Bella,"""http://twitter.com/download/iphone""",Twitter for iPhone,8,7,2017,0,28,19,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,kuvasz,0.00550072,43214,9068
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10,Grizzwald,"""http://twitter.com/download/iphone""",Twitter for iPhone,7,7,2017,16,22,55,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Newfoundland,0.00214033,21390,3400
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,7,7,2017,0,17,54,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,kuvasz,0.00247094,34991,6088
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10,Rusty,"""http://twitter.com/download/iphone""",Twitter for iPhone,6,7,2017,15,58,11,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Siberian_husky,0.406044,22535,3569
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10,Gus,"""http://twitter.com/download/iphone""",Twitter for iPhone,6,7,2017,0,46,41,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,flat-coated_retriever,0.015579399999999997,26656,4487
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10,Stanley,"""http://twitter.com/download/iphone""",Twitter for iPhone,5,7,2017,15,48,34,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Cardigan,0.107699,26384,5581
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10,Alfy,"""http://twitter.com/download/iphone""",Twitter for iPhone,4,7,2017,16,1,23,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,cocker_spaniel,0.0171995,42288,10626
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10,Koko,"""http://twitter.com/download/iphone""",Twitter for iPhone,4,7,2017,1,18,17,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,27639,4489
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10,Rey,"""http://twitter.com/download/iphone""",Twitter for iPhone,3,7,2017,16,4,48,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Chesapeake_Bay_retriever,0.278966,22946,3118
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10,Gary,"""http://twitter.com/download/iphone""",Twitter for iPhone,3,7,2017,0,11,11,pupper,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,golden_retriever,0.16073900000000002,47746,9808
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,30,6,2017,19,35,32,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Chihuahua,0.0337257,20084,3516
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10,Bella,"""http://twitter.com/download/iphone""",Twitter for iPhone,29,6,2017,16,39,47,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,cocker_spaniel,0.00937082,26881,5726
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10,Jesse,"""http://twitter.com/download/iphone""",Twitter for iPhone,29,6,2017,0,27,25,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,clumber,0.0525803,25441,3826
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,28,6,2017,16,9,20,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,beagle,0.106073,26066,3988
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10,Romeo,"""http://twitter.com/download/iphone""",Twitter for iPhone,28,6,2017,0,42,13,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,cocker_spaniel,0.00948502,21093,3214
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10,Bailey,"""http://twitter.com/download/iphone""",Twitter for iPhone,27,6,2017,0,10,17,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,vizsla,0.124353,22143,2928
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10,Duddles,"""http://twitter.com/download/iphone""",Twitter for iPhone,26,6,2017,19,7,24,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Cardigan,0.110481,99792,40780
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10,Jack,"""http://twitter.com/download/iphone""",Twitter for iPhone,26,6,2017,16,31,8,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Pembroke,0.0188266,15859,2869
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10,Beau,"""http://twitter.com/download/iphone""",Twitter for iPhone,25,6,2017,16,7,47,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,American_Staffordshire_terrier,0.0087113,17922,2470
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10,Snoopy,"""http://twitter.com/download/iphone""",Twitter for iPhone,25,6,2017,0,45,22,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Ibizan_hound,0.0397246,18277,3757
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10,Shadow,"""http://twitter.com/download/iphone""",Twitter for iPhone,23,6,2017,16,0,4,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Appenzeller,0.12850699999999998,7294,1184
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10,Emmy,"""http://twitter.com/download/iphone""",Twitter for iPhone,23,6,2017,1,10,23,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,toy_terrier,0.0152434,39754,6251
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10,Aja,"""http://twitter.com/download/iphone""",Twitter for iPhone,22,6,2017,3,54,17,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Weimaraner,0.0405991,74894,17448
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10,Penny,"""http://twitter.com/download/iphone""",Twitter for iPhone,21,6,2017,15,58,8,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Welsh_springer_spaniel,0.00193621,21448,3503
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10,Dante,"""http://twitter.com/download/iphone""",Twitter for iPhone,21,6,2017,0,6,44,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,golden_retriever,0.0794058,25884,4782
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10,Nelly,"""http://twitter.com/download/iphone""",Twitter for iPhone,20,6,2017,16,29,50,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,basenji,8.17379e-05,25611,5142
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10,Ginger,"""http://twitter.com/download/iphone""",Twitter for iPhone,19,6,2017,16,24,33,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Tibetan_mastiff,0.08893480000000001,19539,3067
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10,Benedict,"""http://twitter.com/download/iphone""",Twitter for iPhone,18,6,2017,16,57,37,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,chow,0.016723599999999998,17741,2189
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10,Venti,"""http://twitter.com/download/iphone""",Twitter for iPhone,17,6,2017,16,52,5,puppo,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Greater_Swiss_Mountain_dog,0.0949327,26450,4301
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10,Goose,"""http://twitter.com/download/iphone""",Twitter for iPhone,16,6,2017,16,11,53,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,vizsla,0.0046176,23795,3938
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10,Nugget,"""http://twitter.com/download/iphone""",Twitter for iPhone,15,6,2017,0,13,52,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Pembroke,0.223716,20719,4530
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,14,6,2017,16,4,48,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,Great_Pyrenees,0.0460382,24102,4354
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10,Cash,"""http://twitter.com/download/iphone""",Twitter for iPhone,13,6,2017,17,29,20,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,beagle,0.0360071,26304,4272
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10,Jed,"""http://twitter.com/download/iphone""",Twitter for iPhone,12,6,2017,16,6,11,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,toy_poodle,0.157402,24659,3792
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,12,6,2017,0,15,36,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Newfoundland,0.0282283,21498,3672
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10,Sebastian,"""http://twitter.com/download/iphone""",Twitter for iPhone,11,6,2017,21,18,31,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,kelpie,0.0491819,32511,9493
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,10,6,2017,16,39,4,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,chow,0.0485295,22937,3629
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10,Sierra,"""http://twitter.com/download/iphone""",Twitter for iPhone,9,6,2017,16,22,42,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Chesapeake_Bay_retriever,0.0126763,6792,1474
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,9,6,2017,0,2,31,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,German_short-haired_pointer,0.0928614,25881,5021
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,8,6,2017,14,20,41,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,bull_mastiff,7.28904e-05,13981,3442
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10,Monkey,"""http://twitter.com/download/iphone""",Twitter for iPhone,8,6,2017,1,6,27,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,standard_poodle,0.149509,19657,3383
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10,,"""http://twitter.com/download/iphone""",Twitter for iPhone,7,6,2017,16,14,40,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Chihuahua,0.0119667,38645,8373
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10,Kody,"""http://twitter.com/download/iphone""",Twitter for iPhone,6,6,2017,16,7,15,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,dalmatian,0.0545698,32596,7509
